This profile was last updated,Status,User ID,Name of Firm,"Trade Name (""Doing Business As ..."")",DUNS Number,Parent DUNS Number,"Address, line 1","Address, line 2",City,State,Zip,Phone Number,Fax Number,E-mail Address,WWW Page,E-Commerce Website,Contact Person,County Code (3 digit),Congressional District,Metropolitan Statistical Area,CAGE Code,Year Established,Accepts Government Credit Card?,GSA Advantage Contract(s)
03/03/2021,Active,P2374605,"NO SURVIVORS PEST CONTROL CO., INC.",,081290945,,447 BROADWAY FL 2,,NEW YORK,NY,10013-2562,929-281-9297,,nosurvivorspestcontrol@gmail.com,www.nosurvivorspestcontrol.biz,https://nosurvivorspestcontrol.biz/,Anthony Dozier,061,10,5600,89YN6,2016,[X] Yes [  ] No,
11/12/2020,Active,P2542180,Tasheen Parrish Thomas,Parrish Borden Consulting Agency,117695427,,957 Northland Ave,,Buffalo,NY,14215-3707,716-427-3956,,tasheenparrishthomas@gmail.com,,,Tasheen P Thomas,029,26,1280,8RV16,2020,[X] Yes [  ] No,
06/09/2020,Active,P1950897,"CoPilot Provider Support Services, Inc.",,078799742,,1981 Marcus Ave Ste C130,,New Hyde Park,NY,11042-2030,855-272-1128 x3036      ,,jsalas@cmcopilot.com,http://www.cmcopilot.com,http://www.cmcopilot.com,Judy  Salas,059,03,5380,7F8X6,2011,[  ] Yes [X] No,
09/30/2020,Active,P2509018,FANCY CLEANING LADY SERVICE INC.,,110730783,,1242 BAY RIDGE PKWY,,BROOKLYN,NY,11228-2402,917-520-4004,,fancycleaninglady@gmail.com,,,Sandra Velez,047,11,5600,8QYB4,2020,[  ] Yes [X] No,
05/20/2021,Active,P0849007,Frameweld LLC ,Frameweld ,026811658,,4402 23rd St Ste 420 ,,Long Island City,NY,11101-5072,718-813-1195,718-408-9191,scartsos@frameweld.com,https://frameweld.com,,Sam Cartsos,081,12,5600,4PQA8,2000,[X] Yes [  ] No,
12/01/2020,Active,P0645298,Tyga-Box Systems Inc,,798855169,798855169,330 W 101ST ST APT 5B,,NEW YORK,NY,10025-8456,212-398-3809,212-398-3768,nadine@tygabox.com,http://www.tygabox.com,,Nadine Cino,061,10,5600,8ABK4,1991,[X] Yes [  ] No,
02/09/2021,Active,P2396095,L.P.S. Autos Inc.,LPS Office Interiors,047519450,,1815 Broadhollow Rd,,Farmingdale,NY,11735-1700,631-270-4488,,susanp@lpsofficeinteriors.com,https://www.lpsofficeinteriors.com/,https://lpsofficeinteriors.com/pages/office-furniture,Susan  Pou,059,02,5380,8DCH9,2015,[X] Yes [  ] No,
08/28/2020,Active,P2304929,"Exotanium, Inc.",,081207293,,350 Duffield Hall Ste N,,Ithaca,NY,14853-2700,510-334-9921,,hweather@exotanium.io,,,Hakim Weatherspoon,109,23,,83MH0,2018,[  ] Yes [X] No,
04/16/2021,Active,P2604526,"BEST AMERICAN HOMES, INC",Real Estate,117950869,,430 W MERRICK RD STE 14,,VALLEY STREAM,NY,11580-5201,917-254-1100,,nyc512@gmail.com,,,Mohsan Hussain,059,05,5380,8Y1K1,2006,[  ] Yes [X] No,
03/26/2021,Active,P0209507,"Techlink Systems, Inc.",,020144593,020144593,411 Lafayette St Ste 642,,New York,NY,10003-7032,646-285-0405,212-202-4428,janek@techlinksystems.com,http://www.techlinksystems.com,,Jane Kim,061,12,5600,1S4V6,1998,[  ] Yes [X] No,
06/19/2020,Active,P2200346,"NetEdge Computing Solutions, Inc.",,033656066,,19 Parc Ln,,Hicksville,NY,11801-5837,312-885-7811,,deepika@netedgecomputing.com,www.netedgecomputing.com,,Deepika Saxena,059,03,5380,7TWY3,2010,[  ] Yes [X] No,
10/17/2020,Active,P2523999,INFINITE WAVE INC.,,011299367,,250 KOSCIUSZKO STREET APT 2,,BROOKLYN,NY,11221-1406,646-546-7386,,info@infinitewave.co,infinite wave.co,http://infinitewave.co,Alexander Campaz,047,08,5600,8RMT4,2017,[  ] Yes [X] No,
01/21/2021,Active,P0604561,ROUTER INTERNETWORKING INC.,,177086332,,168-17 119TH AVE,,JAMAICA,NY,11434-2240,718-710-8031,866-519-3416,koronde@riibc.com,http://RIIBC.com,http://www.RIIBC.com,KWAKU  oronde,081,05,5600,352B6,1999,[  ] Yes [X] No,
12/15/2020,Active,P2283107,DAVID AND GOLIATH CONSTRUCTION CORPORATION,,012044234,,7 OAKDALE DR,,WESTBURY,NY,11590-2706,516-232-1731,,cgoliathny@gmail.com,,http://www.davidandgoliathny.com,FRITZNER CHARLESTON,059,04,5380,81S66,2013,[  ] Yes [X] No,
02/06/2021,Active,P2433007,58 JKS CORP.,,926355921,,58 LAFAYETTE AVE,,AMITYVILLE,NY,11701-1725,516-369-1784,,Rocseafood@gmail.com,,,Jayson R Smith,103,02,5380,8GZX9,2009,[X] Yes [  ] No,
12/02/2020,Active,P1645590,GRANWOOD INC.,,191749550,,8269 247TH ST,,BELLEROSE,NY,11426-1716,718-640-2828,718-343-5128,ggreene@granwoodinc.com,https://www.granwoodinc.com,https://www.granwoodinc.com,GLEN  GREENE,081,03,5600,6Q7S3,2005,[  ] Yes [X] No,
04/11/2021,Active,P2601779,"HAIRDAYS, LLC",,047262927,,15 DART DR,,ITHACA,NY,14850-1110,860-424-7400,,TIFFANY@MYHAIRDAYS.COM,myhairdays.com,,TIFFANY A ST BERNARD,109,23,,8YXL5,2016,[  ] Yes [X] No,
08/14/2020,Active,P1768073,"ANR Staffing Solutions, LLC",,079152038,,21702 JAMAICA AVE # 2,,QUEENS VILLAGE,NY,11428-2123,347-806-0681,866-621-5989,acg0725@gmail.com,,,Alecia C Grant,081,05,5600,6ZUT3,2013,[X] Yes [  ] No,
05/01/2021,Active,P2611138,NORRISTOWN HEIGHTS LLC,,117984473,,589 MADISON ST APT 2,,BROOKLYN,NY,11221-7472,718-809-0688,,Norristownheights@gmail.com,,,Raymond A Kelly III,047,08,5600,907R9,2020,[X] Yes [  ] No,
01/27/2021,Active,P2580314,SL SECURITY SOLUTIONS LLC,,095884878,,688 WELLWOOD AVE APT 9,,LINDENHURST,NY,11757-1642,631-572-7937,,sebastian@slsecuritysolutionsllc.com,,,SEBASTIAN LEWICKI,103,02,5380,8UMS2,2014,[X] Yes [  ] No,
03/10/2021,Active,P2591197,CREATIVELY CREATED EVENTS INC.,Events by Carline,128562645,,21501 JAMAICA AVE,,QUEENS VILLAGE,NY,11428-1715,516-412-4508,,carline@eventsbycarline.com,,,Carline Beaubrun,081,05,5600,8W6Q2,2020,[X] Yes [  ] No,
02/14/2021,Active,P2379281,"Vazquez, Danny",,117066453,,270 MIDLAND LAKE RD,,MIDDLETOWN,NY,10941-3310,845-467-7184,,diadv@optonline.com,,,Danny Vazquez,071,18,5660,8JV51,2019,[  ] Yes [X] No,
05/06/2021,Active,P2608535,"Presto Bookkeeping, LLC",,117592194,,1383 Chandler St,,Far Rockaway,NY,11691-3001,347-990-2688,844-912-8534,rama@prestoabc.com,,https://www.prestoabc.com,Rama C Ali,081,05,5600,90FZ2,2020,[X] Yes [  ] No,
08/31/2020,Active,P2494058,JDL BUSINESS SERVICES LLC,,117622136,,2171 MADISON AVE APT 7C,,NEW YORK,NY,10037-2324,646-335-2016,,LYDIAG1968@GMAIL.COM,,,LYDIA  A CROSS,061,13,5600,8PUJ7,2019,[  ] Yes [X] No,
02/02/2021,Active,P2581278,"TAG ASSOCIATES GROUP, LLC",,010315107,,394 KING ST,,WESTBURY,NY,11590-2414,516-967-7643,,blackcarpetent@yahoo.com,,,Gary Perodin,059,04,5380,8UV86,2019,[X] Yes [  ] No,
06/01/2021,Active,P1075408,East West Systems Inc,E W S,784004082,,48 Wall St 5th FL,,New York,NY,10005-2911,973-580-7842,973-368-1025,shahzad.latif@ewsystemsinc.com,www.ewsystemsinc.com,http://www.ewsystemsinc.com,SHAHZAD  LATIF,061,10,5600,5FQ29,2006,[  ] Yes [X] No,
09/22/2020,Active,P2505442,MASON CONSTRUCTION SERVICES INC,,084919189,,724 E 9TH STREET,,BROOKLYN,NY,11230-2202,347-933-0867,,themasonconstruction@gmail.com,,,usman ijaz,047,09,5600,8QME7,2016,[  ] Yes [X] No,
01/08/2021,Active,P2356462,"Two Square Construction, Inc.",,181712691,,746 NOBLE AVE,,BRONX,NY,10473-4115,917-440-6691,,squareline10@gmail.com,,,Seymour Smith,005,15,5600,88PN9,2002,[  ] Yes [X] No,
02/28/2021,Active,P1908293,SIGNATURE RELOCATIONS LLC,,046233410,,56 Nelson St,,BROOKLYN,NY,11231-1838,718-434-7400,718-377-6605,kbeuther@signaturerelocations.com,,https://www.signaturerelocations.com,Kimberly Beuther,047,07,5600,79VR7,2012,[  ] Yes [X] No,
05/01/2021,Active,P2610845,KIRSHBAUM ASSOCIATES INC.,,084392475,,307 7TH AVE RM 506,,NEW YORK,NY,10001-6079,212-222-4843,,shirleyska@aol.com,,https://www.advantage-construction.com/,Shirley  Kirshbaum,061,12,5600,907B5,1998,[  ] Yes [X] No,
10/15/2020,Active,P1687908,"Crochran, Javis O",FREEMASON ENVIRONMENTAL CONSULTING,046509586,,14 Nicole Ln,,Wingdale,NY,12594-1343,646-294-2689,845-350-4009,Freemason01@aol.com,,,Javis O Crochran,027,19,2281,6SW77,2005,[X] Yes [  ] No,
10/30/2020,Active,P2338961,"Hair Resolution Center of Brooklyn, LLC",,081343924,,1312 St Johns Pl Ste 4A,,Brooklyn,NY,11213-3775,718-764-7328,718-771-2868,hrcbkllc@gmail.com,,http://www.hairresolutioncenterbk.com,Renee Strong,047,09,5600,86TT9,2018,[X] Yes [  ] No,
08/13/2020,Active,P2397785,Build It Right First Time Inc.,,116947609,,800 Brook Ave Unit C,,Bronx,NY,10451-4657,212-920-5649,,nambo@birft.com,www.birft.com,https://birft.com,Natasha Ambo,005,15,5600,8DF39,2018,[X] Yes [  ] No,
07/11/2020,Active,P2392071,"Tax Pay Rescue, LLC",,080659823,,21620 Jamaica Ave,,Queens Village,NY,11428-2121,347-491-4447,347-491-4448,support@taxpayrescue.com,,,PHILLIS ROBINSON,081,05,5600,8CCT6,2016,[X] Yes [  ] No,
06/30/2020,Active,P2068019,Jamaica Hardware & Paints Inc.,,831933580,,13101 JAMAICA AVE,,RICHMOND HILL,NY,11418-2614,718-880-1258,718-887-3951,shabbir@jamaicahardware.com,,http://www.JamaicaHardware.com,Shabbir Ezzi,081,05,5600,7LH56,2009,[X] Yes [  ] No,
03/02/2021,Active,P2461145,"KAYOU GLOBAL CONSULTING, LLC",,080542396,,26235 Hungry Harbor RD,,Rosedale,NY,11422-3016,917-547-3992,,kayouglobalconsulting@gmail.com,,,Woodline Gedeon,081,05,5600,8KT14,2017,[  ] Yes [X] No,
11/19/2020,Active,P1490381,"I Q SYSTEMS, INC.",,030371186,030371186,"560 Broad Hollow Road, suite 313",,Melville,NY,11747-3702,516-352-5775 x101       ,516-352-6775,RAOB@SYSTEMSIQ.COM,HTTP://WWW.SYSTEMSIQ.COM,,RAO  K BODDU,103,03,5380,6ANU6,1999,[X] Yes [  ] No,
03/18/2021,Active,P1031606,Y & S Technologies Inc.,,828859616,,1666 Carroll St,,Brooklyn,NY,11213-5410,718-473-0284,718-360-9627,miriam@yandstech.com,http://www.yandstech.com,,Miriam  Finck,047,09,5600,5A2W3,2008,[X] Yes [  ] No,
07/08/2020,Active,P2325089,"Oliver, Harriet T",,081237684,,138 Adams St,,Buffalo,NY,14206-1504,716-833-2852,716-833-2852,hertelqueen758@gmail.com,,,Harriet Oliver,029,26,1280,85JL2,2017,[  ] Yes [X] No,
01/27/2021,Active,P2437874,MAJA EQUITIES LLC,,004302245,,14 GRACE LN,,OYSTER BAY,NY,11771-4020,347-828-2322,,radhikas2810@gmail.com,,https://www.majaequity.com/,Radhika Kapoor,059,03,5380,8HKE3,2012,[X] Yes [  ] No,
12/04/2020,Active,P2246478,"RealTime Technology Group, Inc.",RTG Lighting,604681606,604681606,420 Highland Ave Ext,,Middletown,NY,10940-4450,845-360-5363,,len@rtglighting.com,www.rtglighting.com,,Len Bailey,071,18,5660,7YGS9,2005,[X] Yes [  ] No,
09/20/2020,Active,P0800395,"NOOR, SALEEM",,144727836,,159 - 26 HIGHLAND AVE,,JAMAICA,NY,11432-3434,718-558-5533,718-558-5533,probysrea@gmail.com,,,SALEEM  R NOOR,081,06,5600,4J4K7,2004,[  ] Yes [X] No,
02/24/2021,Active,P2590356,FRANKIE SHARP LLC,,122448362,,255 W 12TH ST APT 1E,,NEW YORK,NY,10014-6001,415-264-1223,,frankie@frankiesharp.com,,,Frankie Sharp,061,10,5600,8VQZ6,2018,[  ] Yes [X] No,
11/25/2020,Active,P2561805,DOMICRAL INC.,,086710144,,60 STOCKHOLM ST,,BROOKLYN,NY,11221-3202,347-695-6628,,jdnfiles@gmail.com,,,Domingo C Nolasco,047,07,5600,8SUM0,2020,[  ] Yes [X] No,
03/11/2021,Active,P2592698,0VER THE TOP ENTERPRISES LLC,,124581151,,405 KOSCIUSZKO ST,,BROOKLYN,NY,11221-6725,347-219-0907,347-406-8882,KEIONKOS@OPTONLINE.NET,,,MARCELLO KETTRLES,047,08,5600,8W8E4,2020,[  ] Yes [X] No,
07/07/2020,Active,P2155744,"Lion Heart Electric, Corp.",,080444971,,1439 Bassett Avenue,,Bronx,NY,10461-2309,718-775-6997,,jeaton@lionheartelectriccorp.com,,http://www.lionheartelectriccorp.com,Justin Eaton,005,14,5600,7WGT0,2016,[  ] Yes [X] No,
03/10/2021,Active,P2586612,Calvery Logistics LLC,,117902953,,583 Park Ave 3A,,Brooklyn,NY,11206-7552,347-355-7662,,realityinc23@yahoo.com,,,Roberto Sanabria,047,07,5600,8W5F7,2021,[X] Yes [  ] No,
02/06/2021,Active,P2464288,Pay Enterprise LLC,,117443898,,2332 Stony Point Rd,,Grand Island,NY,14072-1833,203-508-5221,,printhoster@gmail.com,https://payenterprisellc.com,https://payenterprisellc.com,Regie Prisca Young,029,26,1280,8LAB8,2017,[  ] Yes [X] No,
11/07/2020,Active,P2557588,L.W.H LDS LLC,,117714146,,891 SAINT JOHNS PL APT 1L,,BROOKLYN,NY,11216-5103,929-375-0954,,lisad537@gmail.com,,,Lisa Smith,047,09,5600,8SDT2,2019,[X] Yes [  ] No,
09/18/2020,Active,P2501435,NEW AFFILIATES LLC,,047173551,,720 MARCY AVENUE,,BROOKLYN,NY,11216-4543,917-543-7973,,jaffer@new-affiliates.us,new-affiliates.us,,Jaffer Kolb,047,08,5600,8QJD0,2016,[  ] Yes [X] No,
04/08/2021,Active,P2214893,Civa Drugs Corporation,Brentwood Pharmacy,045852985,,761 Suffolk Ave,,BRENTWOOD,NY,11717-4409,631-273-3314,631-273-8863,digeshrx@yahoo.com,www.brentwoodrx.com,,"Digesh ""Dan"" Thaker",103,02,5380,7VAG6,1982,[X] Yes [  ] No,
11/07/2020,Active,P2557000,"Book Sprinters, Inc.",,031409210,,156 96th st,,Brooklyn,NY,11209-7503,917-285-0765,,mondher@booksprinters.com,Https://www.booksprinters.com,,Mondher Bejaoui,047,11,5600,8SCU7,2015,[X] Yes [  ] No,
05/16/2021,Active,P2461083,UVII Corporation,,117366098,,158 W 141ST ST APT 2F,,New York,NY,10030-1866,917-781-0914,,kimberly@uviiapp.com,https://www.uviiapp.com/,,Kimberly Gray,061,13,5600,8KV05,2018,[X] Yes [  ] No,
05/20/2021,Active,P1111705,"LIN, KAYE",,831344176,,21 ELLARD AVE,,GREAT NECK,NY,11024-0000,516-859-3446,202-382-5552,kayemlin@gmail.com,,,KAYE LIN,059,03,5380,5LN83,2009,[  ] Yes [X] No,
08/18/2020,Active,P2495731,BERTRAM TECHNOLOGIES CORPORATION,,123587293,,255 LIVINGSTON AVE APT 2,,ALBANY,NY,12210-1512,518-776-7686,,rbertram@bertramtechnologies.com,www.bertramtechnologies.com,,Robert Bertram,001,20,0160,8P9L3,2019,[X] Yes [  ] No,
02/27/2021,Active,P2483389,Americana Elevator Company LLC,,117397886,,1350 Avenue of the Americas Ste 419,,New York,NY,10019-4702,855-545-2088,,info@americanaelevator.com,,,Musa Gulsoy,061,12,5600,8MKD5,2018,[X] Yes [  ] No,
07/19/2020,Active,P2484477,"Huggins, Denair",Denmar Next Level Consulting,117576636,,2138 Wallace Ave Apt 464,,Bronx,NY,10462-2577,404-966-0474,,denairlaw@gmail.com,,,Denair Huggins,005,14,5600,8N5T0,2019,[  ] Yes [X] No,
08/19/2020,Active,P2400773,"Clarity Software Consulting, Inc.",,080651184,,1407 Herkimer St,,Brooklyn,NY,11233-3310,646-345-4705,,info@cs101consulting.com,,,Kairi W Henry,047,08,5600,8DNG1,2017,[X] Yes [  ] No,
03/24/2021,Active,P2595454,"Tbl Financial Services, Llc",,117947414,,252 E 86TH ST,,Brooklyn,NY,11236-1435,718-395-0228,,lancewinnz@yahoo.com,,,Lance A winfield,047,08,5600,8WR24,2021,[  ] Yes [X] No,
05/18/2021,Active,P2615664,"ESQUIRE ENTERTAINMENT, LLC",,118052170,,3157 31ST ST APT 617,,ASTORIA,NY,11106-2791,646-963-6091,,rvc@esquireentertainment.com,,https://www.esquireentertainment.com,Rashad  Chambers,081,12,5600,90U92,2010,[  ] Yes [X] No,
08/13/2020,Active,P1912055,STORIJ INC.,"So Company, The",967707774,,134 N 4th St,,Brooklyn,NY,11249-3296,929-888-5190,,shaun@thesocompany.com,www.thesocompany.com,http://www.thesocompany.com,Shaun So,047,12,,7AA99,2011,[X] Yes [  ] No,
09/30/2020,Active,P2507933,STERLING METHOD LLC,,036081632,,350 E 52ND ST APT 2J,,NEW YORK,NY,10022-6741,917-232-3637,,sterlingmethodllc@gmail.com,,,Zain Hasan,061,12,5600,8QYF9,2020,[X] Yes [  ] No,
01/28/2021,Active,P2570064,"EdTechLive, LLC",,081517318,,16 West Pl,,Chappaqua,NY,10514-3615,914-262-3676,,nona.ullman@edtechlive.com,www.edtechlive.com,,Nona Ullman,119,17,5600,8UQ01,2019,[  ] Yes [X] No,
02/04/2021,Active,P2471067,Kovette Holdings LLC,,117326860,,423 KINGS PARK DRIVE EXT APT D,,LIVERPOOL,NY,13090-2772,984-249-5340,,bmihigo@kovetteholdings.com,,,Bill Mihigo,067,24,8160,8LY60,2019,[X] Yes [  ] No,
06/01/2021,Active,P2482764,KAYO SERVICES,Kayo Services,117576752,,10 E 138th St,,NEW YORK,NY,10037-2001,551-579-9060,,Adilise@icloud.com,,,Adilise Johnson,061,13,5600,8N0X4,2018,[  ] Yes [X] No,
12/23/2020,Active,P2273221,"VH Management Consulting Services, LLC",,081019980,,48 Winans Dr,,Yonkers,NY,10701-5122,914-479-7459,,vhubiak@earthlink.com,http://www.vhmanagementconsultingservices.com,,Vera Hubiak,119,16,5600,80U43,2009,[  ] Yes [X] No,
08/18/2020,Active,P2495716,AMS AUTO TRADING CORP,,065510606,,52 CAIN DR,,BRENTWOOD,NY,11717-1261,631-617-3454,,scalde@amstradingco.com,,,SANDRA C CALDERON,103,02,5380,8PA15,2018,[X] Yes [  ] No,
02/04/2021,Active,P1506891,"Tang, Sheng Wen",,967599379,,"243 W 70th St, Apt 1A",,New York,NY,10023-4317,202-705-1766,,shengwentang@gmail.com,,,SHENG WEN TANG,061,10,5600,6BS47,2004,[  ] Yes [X] No,
01/13/2021,Active,P2314245,"BEST PHEASANTRY, INC.",,055436452,,145 BUSHVILLE RD,,WESTTOWN,NY,10998-2725,201-289-6906,,steve@bestpheasantry.com,www.bestpheasantry.com,,Steve  Cruz,071,18,5660,84ML3,2012,[  ] Yes [X] No,
04/14/2021,Active,P2603732,ITECH PLUS INC,,050275427,,21311 RICHLAND AVE,,OAKLAND GARDENS,NY,11364-3545,646-250-6786,,Chloe.sun.nyc@gmail.com,,,Chloe Sun,081,06,5600,8Z5R6,2001,[  ] Yes [X] No,
07/01/2020,Active,P2264064,AGRISOFT GROUP INC.,,043878020,,3113 30TH AVENUE APT 2,,ASTORIA,NY,11102-1557,917-470-2210,,t.selim@agrisoftgroup.com,https://invoguevault.com/agrisoft/,,Tasneem Selim,081,12,5600,7ZVH2,2015,[  ] Yes [X] No,
11/09/2020,Active,P2419057,"BACK TO BACK SECURITY SERVICES, INC.",,080071583,,689 BUSHWICK AVE,,BROOKLYN,NY,11221-2504,808-728-3944,800-790-6804,info@backtobacksecurity.com,www.backtobacksecurity.com,,Ludrick  Fortune,047,07,5600,8FGQ4,2006,[X] Yes [  ] No,
03/17/2021,Active,P2553327,WORTH THE HYPE INC,,109747619,,10910 160TH ST APT 2C,,JAMAICA,NY,11433-3201,866-683-4973,,Hypepalace@worththehype.net,,,Ebony  E B Holmes,081,05,5600,8RUQ4,2020,[X] Yes [  ] No,
06/29/2020,Active,P0246295,Avco Enterprises Inc.,Dentserve,122285992,,43 2ND ST,,New City,NY,10956-5032,845-639-9690,845-639-9788,DENTSERVE1@AOL.COM,,,SANDY  JAGGI,087,17,5600,1XKG4,1983,[X] Yes [  ] No,
01/07/2021,Active,P2226683,Parvenu Transportation Service,,080698048,,4711 South Salina St,,Syracuse,NY,13205-2746,315-870-3639,315-870-3639,Parvenu22Transportation@yahoo.com,,,Carol Greene,067,24,8160,7WB53,2016,[  ] Yes [X] No,
12/30/2020,Active,P2493525,Long Island Gaming League LLC,,117625630,,92 Emily Dr,,South Setauket,NY,11720-2019,631-882-9216,,dennisdbuchanan@gmail.com,,,Dennis Buchanan,103,01,5380,8PF28,2019,[X] Yes [  ] No,
12/29/2020,Active,P2569804,G.E.M. HEALTH CARE EMPLOYMENT AGENCY INC.,,780684312,,147 W MERRICK RD STE 202,,FREEPORT,NY,11520-3749,516-255-5400,,nwellington@gemhealthcareagency.com,www.gemhealthcareagency.com,,Nicole Wellington,059,04,5380,8TKM5,1989,[  ] Yes [X] No,
05/21/2021,Active,P2487018,PEST TERMINATORS INC.,,025541486,,143 OLD COUNTRY RD,,MELVILLE,NY,11747-2011,917-913-6062,631-549-0494,INFO@PESTONIX.COM,www.pestonix.com,http://www.pestonix.com,NAZMUL HAQUE,103,03,5380,8NK87,2004,[  ] Yes [X] No,
01/08/2021,Active,P2453127,M&M MEDICAL SUPPLY INC,,117469448,,2073 SHORE BLVD APT 1B,,ASTORIA,NY,11105-4237,212-470-8376,,mmmedicalsupply@gmail.com,,,Mahamodol Hoque,081,14,5600,8K7J0,2020,[X] Yes [  ] No,
07/29/2020,Active,P2486697,SEAM SOCIAL LABS INC.,,081389367,,1 MAIDEN LN FL 5,,NEW YORK,NY,10038-5154,347-388-4714,,tiasia@Seamsociallabs.com,www.seamsociallabs.com,,Tiasia OBrien,061,10,5600,8NJ21,2018,[X] Yes [  ] No,
05/28/2021,Active,P2621352,DIVINE EXPRESS CATERINGS INC,,094360891,,992 ATLANTIC AVE,,BROOKLYN,NY,11238-6861,718-451-6330,,divinexpress2018@gmail.com,,,Bisola Oluwalogbon,047,08,5600,91FA3,2018,[X] Yes [  ] No,
03/10/2021,Active,P2322758,D&D ULTIMATE CONNECTION LLC,Upgrade Security Solutios,034852858,,14227 130th Ave,,Jamaica,NY,11436-2008,718-551-1801,718-835-2972,sales@upgradesecuritysolutions.com,www.upgradesecuritysolutions.com,https://www.upgradesecuritysolutions.com,Donnell J Slay,081,05,5600,85DP3,2017,[X] Yes [  ] No,
01/12/2021,Active,P1949770,"CHOHEHCO, LLC ",,079894363,,78 State St ,,SKANEATELES,NY,13152-1218,315-420-4624,,gratianllc@gmail.com,,http://www.chohehco.com,vedran psenicnik,067,24,8160,7EZY8,2014,[X] Yes [  ] No,
03/24/2021,Active,P2482886,"Amol Consultants, LLC",,146196550,,3 Stockbridge Ave,,Suffern,NY,10901-7204,845-445-8372,,amolconsultants@gmail.com,http://www.amolconsultants.com,,AMOL DATERAO,087,17,5600,8N7P6,2003,[  ] Yes [X] No,
04/26/2021,Active,P2600686,DMR BOOKING AGENCY,Dmr Booking Agency,088670344,,5187 SMORAL RD,,CAMILLUS,NY,13031-9747,315-420-6279,,staceycuse@gmail.com,,,Stacey A Waterman,067,24,8160,8ZTA1,2003,[  ] Yes [X] No,
03/06/2021,Active,P2378706,QUINCY & JONES LLC,SchoolListDone.com,100308742,,4334 49TH STREET APT 3D,,SUNNYSIDE,NY,11104-1307,585-200-0618,,adrian@schoollistdone.com,https://SCHOOLLISTDONE.COM/,https://schoollistdone.com/,Adrian Jones,081,14,5600,8BMG7,2017,[X] Yes [  ] No,
02/23/2021,Active,P1178640,"Perry Onah Enterprises, Inc.",Sec-curity,826399706,,25 Clarke St Fl 2,,Brentwood,NY,11717-2003,718-658-6644 x1         ,718-658-6645,elsononah@sec-curity.com,http://www.sec-curity.com,https://.sec-curity.com,Elson Onah,103,02,5380,5VCX3,2007,[  ] Yes [X] No,
11/18/2020,Active,P2267748,SUPER TECH WHEELCHAIR SERVICE AND REPAIR INC,,096689897,,9420 210TH STREET,,QUEENS VILLAGE,NY,11428-1525,718-468-3000,718-217-3800,dhodge@supertechwheelchair.com,,,DOMINIC Hodge,081,05,5600,80BA6,2017,[X] Yes [  ] No,
01/13/2021,Active,P2288609,H VAK Mechanical Corp.,,036689123,,3060 REVIEW AVE,,LONG ISLAND CITY,NY,11101-3240,718-383-7077,,hvakmech95@gmail.com,,,Anant Shah,081,12,5600,82A95,1995,[  ] Yes [X] No,
06/24/2020,Active,P2308526,Fpm-trihydro Jv LLC,,081227958,,181 Kenwood Ave,,Oneida,NY,13421-2829,315-336-7721 x202       ,315-336-7722,g.atik@fpm-remediations.com,,,Gaby Atik,053,22,8160,83YN4,2018,[  ] Yes [X] No,
03/23/2021,Active,P2455257,"Black Girl Digital, Inc.",,081264522,,9705 AVENUE K FL 2,,BROOKLYN,NY,11236-4405,347-369-5071,,lashawnda@blackgirldigital.com,www.blackgirldigital.com,,Lashawnda Goffin,047,08,5600,8LDR6,2016,[X] Yes [  ] No,
03/31/2021,Active,P2421079,"BE Kollective Creative Consulting, LLC",,117301607,,331 GREENE AVE APT 3,,BROOKLYN,NY,11238-1462,347-871-4092,,merona@bekollective.com,www.bekollective.com,http://www.bekollective.com/,Meron  A Dagnew,047,08,5600,8FJD8,2016,[X] Yes [  ] No,
07/10/2020,Active,P2479675,JOLLI B CONTRACTING CORP.,,061280197,,149 MARGARET BLVD,,MERRICK,NY,11566-3216,845-222-2736,516-378-6476,jollibcontractingcorp@gmail.com,,,JESUSA FRATINI,059,04,5380,8MT97,2010,[  ] Yes [X] No,
01/21/2021,Active,P2406582,Universal Progressive Construction Corp,,080502690,,2811 West 31 St,,Brooklyn,NY,11224-1857,347-369-0062,,universalanddevelopers@gmail.com,,,nsowaa stewart,047,08,5600,8G406,2016,[X] Yes [  ] No,
06/11/2020,Active,P2386553,Richmond Construction Inc.,,835199311,,178-01 Liberty Ave,,Jamaica,NY,11433-1432,917-300-2148,,kmartinez@richmondcons.com,,,Katerhina Martinez,081,05,5600,8C1S3,2016,[  ] Yes [X] No,
03/17/2021,Active,P1770138,Labco Electric Contracting Corp,,062855026,,2006 125TH ST,,COLLEGE POINT,NY,11356-2312,646-784-1255,718-525-2366,lbaker@labcoelectric.com,www.labcoelectric.com,,Lincoln Baker,081,14,5600,703L6,2011,[  ] Yes [X] No,
04/29/2021,Active,P2609840,AALTRUIDE PAINTING AND PAPERING LLC,,117702192,,30 Earl St,,Rochester,NY,14611-3728,585-481-6503,,aaltruide1817@gmail.com,,,Charles Finley,055,25,6840,8ZZX8,2019,[X] Yes [  ] No,
05/25/2021,Active,P2444602,"ZULUCARE, LLC",,085618840,,1055 STEWART AVE STE 15,,BETHPAGE,NY,11714-3550,516-662-1120,,john@zulucare.com,www.zulucare.com,,John Killcommons,059,03,5380,8JBX8,2016,[X] Yes [  ] No,
